https://www.youtube.com/watch?v=t4cRn5ykA2s,Noisecontrollers & Bass Modulators,Solar
https://www.youtube.com/watch?v=g1zZ-8MXcH0,w_w+armin_van_buuren+bass_modulators-ready_to_rave
https://www.youtube.com/watch?v=CitsZOEJ3aU,Wildstylez,Deeper Than The Ocean
https://www.youtube.com/watch?v=8AhzovEXTpY,Timmy Trumpet & Bass Modulators,Diamonds
https://www.youtube.com/watch?v=D8Bdvf7nyKU,Headhunterz,From Within
https://www.youtube.com/watch?v=d91xBj6ESfE,Noisecontrollers,Break The Show
https://www.youtube.com/watch?v=UheCB7Bv3co,Bass Modulators,Radiance
https://www.youtube.com/watch?v=SRGtVx6j3Is,Bass Modulators,Imagine
https://www.youtube.com/watch?v=_pN0-JI9_ws,Bass Modulators,Sun Goes Down
https://www.youtube.com/watch?v=rqntALKJh8s,Dee-Block & S-te-Pack,Blade Me Now
https://www.youtube.com/watch?v=MZcRf7cCSY8,Cygnus X & Aftershock,Superstring
https://www.youtube.com/watch?v=nZdhUSHv-1Y,Psyko Punkz & Bass Modulators,After MF
https://www.youtube.com/watch?v=WBHB8UtpaHk,Bass Modulators & Sub Sonik,Haunted
https://www.youtube.com/watch?v=XdOyjUG2W-k,Bass Modulators,Ruffneck Bass
