https://www.youtube.com/watch?v=TFdt7n5FWUk,Phuture Noize,One Tribe
https://www.youtube.com/watch?v=Mk-9OfqbtzA,Phuture Noize,A New Day
https://www.youtube.com/watch?v=VuxDAkEZbZM,Phuture Noize,King Of The Jungle
https://www.youtube.com/watch?v=fjtWhkbBJkM,Phuture Noize,Silver Bullet
https://www.youtube.com/watch?v=gQlVEp5zfd8,Phuture Noize,Sharks
https://www.youtube.com/watch?v=6F9szyKy8fE,Frequencerz & Phuture Noize,Starlight
https://www.youtube.com/watch?v=64HudbVt1PQ,Phuture Noize,365
https://www.youtube.com/watch?v=IxL5YoC-gQk,Phuture Noize,Circles & Squares
https://www.youtube.com/watch?v=zelWdDJjavE,Phuture Noize,Edge of Glory
https://www.youtube.com/watch?v=P8SL3h2n97g,Phuture Noize,Masquerade
https://www.youtube.com/watch?v=3WxL9Ifg_Ao,B-Front & Phuture Noize,My Beautiful Fantasy
https://www.youtube.com/watch?v=WQQs53waYQs,Phuture Noize,I Am A Fighter
https://www.youtube.com/watch?v=QGGzErIexXo,Phuture Noize,A Fantastic Vibration
