https://www.youtube.com/watch?v=6wv84OUmnwg,key
https://www.youtube.com/watch?v=Wv9P6hnNKIo,door
https://www.youtube.com/watch?v=o3_InDEtpLA,subwoofer_lullaby
https://www.youtube.com/watch?v=gGHU9TSUdVQ,death
https://www.youtube.com/watch?v=aQKGqzjno2g,living_mice
https://www.youtube.com/watch?v=Wu-hE0InpLw,moog_city
https://www.youtube.com/watch?v=D09Okc11afI,haggstrom
https://www.youtube.com/watch?v=vxmOcAde_0s,minecraft
https://www.youtube.com/watch?v=m7OqQkkm2P0,oxygene
https://www.youtube.com/watch?v=LRQuwCBIoCs0,equinoxe
https://www.youtube.com/watch?v=KdOD0fZs_XU1,mice_on_venus
https://www.youtube.com/watch?v=-R-Vl4GzYWY2,dry_hands
https://www.youtube.com/watch?v=sgrs4l9BqD83,wet_hands
https://www.youtube.com/watch?v=RawVEMRBW8M4,clark
https://www.youtube.com/watch?v=yGj4a9ZtFeA5,chris
https://www.youtube.com/watch?v=hEb-LopwclA6,thirteen
https://www.youtube.com/watch?v=dx_rYqJ5hNQ7,excuse
https://www.youtube.com/watch?v=xIQrC4CerB88,sweden
https://www.youtube.com/watch?v=zi7l20VjQ2I9,cat
https://www.youtube.com/watch?v=p02Ww4YrsiM0,dog
https://www.youtube.com/watch?v=WfLOBeeLtuE1,danny
https://www.youtube.com/watch?v=jbLfMAxwOc82,beginning
https://www.youtube.com/watch?v=s3kvkDGAjbQ3,droopy_likes_ricochet
https://www.youtube.com/watch?v=Hm51fAadWUI4,droopy_likes_your_face
